データコード,MD02'MAMS3ANM2C,MD02'MAMS3AN01,MD02'MAMS3ANC,MD02'MAMS3AND,MD02'MAMS3AND1,MD02'MAMS3AND2,MD02'MAMS3ANQ,MD02'MAMS3ANQ1,MD02'MAMS3ANQ2,MD02'MAMS3ANCD,MD02'MAMS3ANCD1,MD02'MAMS3ANCD2,MD02'MAMS3AN09NE,MD02'MAMS3ANM3,MD02'MAMS3ANLNE,MD02'MAMS3ANLNE12,MD02'MAMS3ANLNE1,MD02'MAMS3ANLN2,MD02'MAMS3ANLN3,MD02'MAMS3ANLN11,MD02'MAMS3ANLN4,MD02'MAMS3ANLN6,MD02'MAMS3ANLN9,MD02'MAMS3ANLN8,MD02'MAMS3ANLN5,MD02'MAMS3ANLN7,MD02'MAMS3ANLN10,MD02'MAMS3ANLN71,MD02'MAMS3AALNEX12,MD02'MAMS3AAM2CX12,MD02'MAMS3AA01X12,MD02'MAMS3AACX12,MD02'MAMS3AADX12,MD02'MAMS3AAQX12,MD02'MAMS3ENM2C,MD02'MAMS3EN01,MD02'MAMS3ENC,MD02'MAMS3END,MD02'MAMS3END1,MD02'MAMS3END2,MD02'MAMS3ENQ,MD02'MAMS3ENQ1,MD02'MAMS3ENQ2,MD02'MAMS3ENCD,MD02'MAMS3ENCD1,MD02'MAMS3ENCD2,MD02'MAMS3EN10NE,MD02'MAMS3ENM3,MD02'MAMS3EN18NE,MD02'MAMS3EN17NE,MD02'MAMS3EN15N,MD02'MAMS3EN16N,MD02'MAMS3EAM2CX12,MD02'MAMS3EA01X12
系列名称,"（更新停止）Ｍ２＋ＣＤ／平／マネーサプライ（2008年4月まで）","（更新停止）＿Ｍ１／平／マネーサプライ（2008年4月まで）","（更新停止）＿＿現金通貨／平／マネーサプライ（2008年4月まで）","（更新停止）＿＿預金通貨／平／マネーサプライ（2008年4月まで）","（更新停止）＿＿＿一般法人・預金通貨／平／マネーサプライ（2008年3月まで）","（更新停止）＿＿＿個人・預金通貨／平／マネーサプライ（2008年3月まで）","（更新停止）＿準通貨／平／マネーサプライ（2008年4月まで）","（更新停止）＿＿＿一般法人・準通貨／平／マネーサプライ（2008年3月まで）","（更新停止）＿＿＿個人・準通貨／平／マネーサプライ（2008年3月まで）","（更新停止）＿ＣＤ／平／マネーサプライ（2008年4月まで）","（更新停止）＿＿＿一般法人・ＣＤ／平／マネーサプライ（2008年3月まで）","（更新停止）＿＿＿個人・ＣＤ／平／マネーサプライ（2008年3月まで）","（更新停止）Ｍ３＋ＣＤ／平／マネーサプライ（2008年4月まで）","（更新停止）＿Ｍ３＋ＣＤ−金銭信託／平／マネーサプライ（2008年4月まで）","（更新停止）広義流動性／平／マネーサプライ（2008年4月まで）","（更新停止）＿郵便貯金・その他金融機関預貯金／平／マネーサプライ（2008年4月まで）","（更新停止）＿＿郵便貯金／平／マネーサプライ（2007年9月まで）","（更新停止）＿＿その他金融機関預貯金／平／マネーサプライ（2007年9月まで）","（更新停止）＿金銭信託／平／マネーサプライ（2008年4月まで）","（更新停止）＿金銭信託以外の金銭の信託／平／マネーサプライ（2008年4月まで）","（更新停止）＿投資信託／平／マネーサプライ（2008年4月まで）","（更新停止）＿金融債／平／マネーサプライ（2008年4月まで）","（更新停止）＿金融機関発行ＣＰ／平／マネーサプライ（2008年4月まで）","（更新停止）＿債券現先・現金担保付債券貸借／平／マネーサプライ（2008年4月まで）","（更新停止）＿国債・ＦＢ／平／マネーサプライ（2008年4月まで）","（更新停止）＿外債／平／マネーサプライ（2008年4月まで）","（更新停止）（参考）年金信託／平／マネーサプライ（2008年4月まで）","（更新停止）（参考）外債ドル換算／平／マネーサプライ（2008年4月まで）","（更新停止）広義流動性／平／季／マネーサプライ（2008年4月まで）","（更新停止）Ｍ２＋ＣＤ／平／季／マネーサプライ（2008年4月まで）","（更新停止）＿Ｍ１／平／季／マネーサプライ（2008年4月まで）","（更新停止）＿＿現金通貨／平／季／マネーサプライ（2008年4月まで）","（更新停止）＿＿預金通貨／平／季／マネーサプライ（2008年4月まで）","（更新停止）＿準通貨／平／季／マネーサプライ（2008年4月まで）","（更新停止）Ｍ２＋ＣＤ／末／マネーサプライ（2008年3月まで）","（更新停止）＿Ｍ１／末／マネーサプライ（2008年3月まで）","（更新停止）＿＿現金通貨／末／マネーサプライ（2008年3月まで）","（更新停止）＿＿預金通貨／末／マネーサプライ（2008年3月まで）","（更新停止）＿＿＿一般法人・預金通貨／末／マネーサプライ（2008年3月まで）","（更新停止）＿＿＿個人・預金通貨／末／マネーサプライ（2008年3月まで）","（更新停止）＿準通貨／末／マネーサプライ（2008年3月まで）","（更新停止）＿＿＿一般法人・準通貨／末／マネーサプライ（2008年3月まで）","（更新停止）＿＿＿個人・準通貨／末／マネーサプライ（2008年3月まで）","（更新停止）＿ＣＤ／末／マネーサプライ（2008年3月まで）","（更新停止）＿＿＿一般法人・ＣＤ／末／マネーサプライ（2008年3月まで）","（更新停止）＿＿＿個人・ＣＤ／末／マネーサプライ（2008年3月まで）","（更新停止）Ｍ３＋ＣＤ／末／マネーサプライ（2008年3月まで）","（更新停止）＿Ｍ３＋ＣＤ−金銭信託／末／マネーサプライ（2008年3月まで）","（更新停止）＿郵便貯金・その他金融機関預貯金／末／マネーサプライ（2008年3月まで）","（更新停止）＿＿郵便貯金／末／マネーサプライ（2007年9月まで）","（更新停止）＿＿その他金融機関預貯金／末／マネーサプライ（2007年9月まで）","（更新停止）＿金銭信託／末／マネーサプライ（2008年3月まで）","（更新停止）Ｍ２＋ＣＤ／末／季／マネーサプライ（2008年3月まで）","（更新停止）＿Ｍ１／末／季／マネーサプライ（2008年3月まで）"
1998/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998/04,5919793,1938583,471141,1467442,575222,855631,3713620,972425,2559702,267590,259897,1237,10420665,9381717,11899747,3461924,2421662,1040262,1038948,51519,342503,327692,706,263293,200773,292596,328653,222219,11863968,5886427,1897287,471358,1425030,3767007,5939343,2005716,485942,1519774,613246,864389,3710643,989137,2553539,222984,214938,1101,10459541,9411088,3471745,2431397,1040348,1048453,5917403,1953036
1998/05,5926840,1939382,469520,1469862,589556,843995,3740323,1000189,2562021,247135,237559,1104,10446265,9400293,11902126,3473453,2434352,1039101,1045972,51976,362375,323094,425,240975,179749,297267,329816,220197,11886550,5909245,1902689,473346,1430728,3775395,5994941,1996540,479760,1516780,635156,845206,3773610,1014548,2556396,224791,218495,1124,10514666,9471172,3476231,2437308,1038923,1043494,5959964,1967575
1998/06,5918176,1910100,465082,1445018,554968,854291,3796980,1004673,2564655,211096,197373,1033,10453157,9411635,11913634,3493459,2450107,1043352,1041522,52377,369407,321656,1961,234439,177059,303578,329683,215962,11911307,5912661,1906121,475566,1431317,3783968,5998149,2004546,489522,1515024,575921,905450,3811572,1000162,2574318,182031,172669,901,10550324,9510772,3512623,2462908,1049715,1039552,5963360,1971892
1998/07,5967974,1941370,480205,1461165,542598,892190,3833132,1010205,2586478,193472,181501,894,10519868,9481831,12000522,3513857,2467130,1046727,1038037,52159,369908,315677,6495,250644,180546,305225,329785,216886,11960059,5940296,1924476,478815,1446181,3798869,5983584,1951917,486676,1465241,554910,879192,3843264,1013241,2597170,188403,177058,876,10535319,9498794,3515210,2471353,1043857,1036525,5982671,1974570
1998/08,5983933,1918800,476762,1442038,543553,872607,3855136,1024181,2595421,209997,197548,869,10537897,9503403,12039061,3519470,2477248,1042222,1034494,51931,371378,311758,16817,251571,190537,307172,330054,212325,12015297,5974788,1938658,480888,1458107,3813191,5959439,1928413,482144,1446269,542409,875313,3840911,1014987,2599334,190115,181619,829,10516903,9484436,3524997,2483142,1041855,1032467,6004187,1985696
1998/09,5955603,1905240,471451,1433789,551259,853846,3842467,1023600,2601419,207896,198288,837,10513173,9478317,12035287,3522714,2483382,1039332,1034856,52013,368906,307812,22223,246962,219756,304442,330787,226199,12062488,5992115,1945188,483633,1462717,3822875,5959311,1948202,480377,1467825,582983,855169,3825983,1022600,2603716,185126,178617,797,10516814,9479567,3520256,2483621,1036635,1037247,5994266,1990363
1998/10,5944296,1904445,476050,1428395,547248,856116,3839497,1041605,2600240,200354,193134,772,10511029,9470556,12022999,3526260,2488665,1037595,1040473,52126,372966,303916,23363,246439,225674,287486,331473,237004,12078594,5994107,1959398,485419,1473987,3828125,6020853,1986217,492638,1493579,602527,870673,3842219,1048506,2602058,192417,187285,797,10597519,9553816,3532963,2493710,1039253,1043703,6078893,2059010
1998/11,5993122,1929042,478802,1450240,576230,851110,3853897,1060293,2602858,210183,204362,802,10567485,9523460,12051409,3530338,2493449,1036889,1044025,51728,377676,298468,28887,232868,215291,279006,331390,231386,12112878,6046542,1985571,488641,1496754,3845242,6029840,1983716,489714,1494002,597140,852124,3845201,1049900,2606021,200923,191726,793,10604351,9560001,3530161,2493189,1036972,1044350,6077742,2022960
1998/12,6115999,2055018,509274,1545744,608773,906141,3858382,1049391,2624474,202599,193432,829,10722661,9673034,12207684,3557035,2510181,1046854,1049627,51622,369315,294753,27994,234916,227127,279296,331663,237617,12160390,6064699,1990310,484287,1506257,3863287,6214936,2144038,543106,1600932,654657,918967,3878597,1050473,2646129,192301,187081,846,10852504,9797598,3582662,2527174,1055488,1054906,6103685,2039256
1999/01,6110027,2016284,501245,1515039,596894,894563,3886999,1057826,2647532,206744,200184,845,10741471,9688160,12228128,3578133,2528171,1049962,1053311,52246,367287,292202,24293,239382,239093,272154,332372,240461,12203611,6080885,1996939,482973,1512705,3869697,6116531,2037576,505111,1532465,620180,894404,3875151,1049251,2649498,203804,198090,862,10740582,9688864,3572333,2529167,1043166,1051718,6110562,2048901
1999/02,6076709,1983423,489206,1494217,583158,888214,3876346,1052356,2648748,216940,210981,868,10709099,9654125,12201041,3577416,2533559,1043857,1054974,52535,369926,293449,24080,234820,245352,271780,332989,232967,12238689,6109466,2022611,489867,1530993,3871244,6153414,2094832,513830,1581002,634617,921934,3854537,1037537,2648947,204045,198894,886,10795140,9736905,3583491,2537951,1045540,1058235,6148986,2081930
1999/03,6120146,2075766,495562,1580204,649464,891067,3813999,1009331,2643566,230381,221760,940,10760672,9700608,12281009,3580462,2535862,1044600,1060064,50952,367657,294106,23509,242040,257832,284241,334793,237302,12297051,6125936,2059393,491272,1568897,3861141,6146748,2133595,502197,1631398,657572,905952,3757601,958927,2641778,255552,242406,1015,10783900,9722004,3575256,2533773,1041483,1061896,6120554,2082903
1999/04,6153010,2120481,495516,1624965,665798,913259,3789956,992769,2636580,242573,234220,918,10809314,9737549,12337571,3584539,2540816,1043723,1071765,49637,378727,298222,18690,228800,262851,291330,336051,243160,12298052,6115245,2074014,494977,1576260,3844772,6185383,2186817,518931,1667886,694731,925746,3808379,1014929,2636419,190187,184545,797,10860317,9778678,3593295,2547861,1045434,1081639,6152571,2127033
1999/05,6169056,2151143,496693,1654450,699306,906996,3823487,1026536,2634848,194426,188509,710,10842440,9761529,12363413,3592473,2548086,1044387,1080911,49935,395873,297698,14810,206131,264325,292201,336087,239293,12342095,6146889,2105982,499655,1608035,3860539,6164148,2153832,498018,1655814,680992,907391,3844155,1025531,2632550,166161,161755,362,10838690,9758503,3594355,2548312,1046043,1080187,6180172,2156913
1999/06,6174528,2140140,491877,1648263,674422,921655,3870640,1025377,2636868,163748,156579,346,10867626,9785292,12379216,3610764,2558852,1051912,1082334,50285,399075,297238,13212,207891,251781,292108,336078,241611,12369774,6167545,2130080,502032,1628460,3861307,6227500,2214686,514595,1700091,676494,975903,3874861,1009383,2642263,137953,133853,592,10941371,9856889,3629389,2569394,1059995,1084482,6185113,2173285
1999/07,6204382,2176076,506836,1669240,665251,963926,3882668,1006452,2650503,145638,140099,504,10917992,9833502,12431200,3629120,2570094,1059026,1084490,50707,400277,298321,13758,215864,243120,291161,336140,242917,12386768,6174875,2155201,505734,1649985,3853218,6234356,2210881,516983,1693898,705908,957537,3885781,1003262,2660175,137694,132299,441,10946498,9861996,3627640,2570793,1056847,1084502,6218921,2216313
1999/08,6191871,2156737,503923,1652814,670727,944867,3888303,1006602,2658275,146831,141467,439,10900037,9815652,12424863,3623781,2573269,1050512,1084385,51053,403322,298326,15975,216722,253651,285777,336500,252007,12401455,6186141,2176816,508562,1668596,3850601,6151611,2149586,507354,1642232,652663,950537,3869512,998331,2659269,132513,128123,433,10866721,9782449,3630838,2575745,1055093,1084272,6209695,2220780
1999/09,6151146,2147274,498562,1648712,678709,930636,3860843,1000880,2658283,143029,138333,502,10865936,9778988,12390597,3627842,2574891,1052951,1086948,51025,402024,299939,18742,213018,264531,275382,336929,256002,12423515,6192033,2192625,510621,1683506,3844985,6180517,2195661,505714,1689947,716733,933219,3841901,993960,2659136,142955,139159,590,10893754,9804129,3623612,2574039,1049573,1089625,6214595,2239246
1999/10,6157009,2159583,503026,1656557,685328,936560,3853642,1011089,2653915,143784,140277,589,10884834,9788533,12412573,3631524,2579615,1051909,1096301,50860,407771,302938,21657,208502,267202,268809,337261,253665,12466381,6206902,2218134,512031,1706352,3844072,6202029,2215950,520869,1695081,713476,956196,3860544,1022458,2652151,125535,123024,586,10943953,9840973,3638944,2585193,1053751,1102980,6222525,2252433
1999/11,6166361,2163440,504594,1658846,694993,933886,3860484,1024728,2649347,142437,139261,589,10906007,9801399,12431322,3635038,2583028,1052010,1104608,53120,413037,302371,25166,206752,259714,265155,337479,252624,12498492,6221075,2224370,513733,1710372,3850336,6189145,2208334,514629,1693705,701466,934366,3836198,1006330,2648249,144613,138361,585,10925931,9819693,3630548,2580864,1049684,1106238,6245865,2265456
1999/12,6277589,2296986,542935,1754051,725485,985788,3826899,988525,2660554,153704,146274,843,11034017,9929505,12555708,3651916,2593232,1058684,1104512,53209,402387,304046,28866,215581,258337,259265,338303,252498,12516473,6229419,2238506,519024,1719988,3827301,6380106,2395383,594048,1801335,774673,995062,3832656,979936,2677065,152067,143365,881,11151471,10048681,3668575,2605599,1062976,1102790,6271223,2294142
2000/01,6268531,2271025,541451,1729574,723619,974936,3839105,986998,2675879,158401,151244,836,11034745,9934045,12565711,3665514,2606011,1059503,1100700,50554,407745,301949,25953,227227,260452,257086,339622,244471,12548349,6237917,2254022,523057,1730135,3817631,6202595,2228113,531584,1696529,693708,974624,3827473,982062,2673801,147009,142862,856,10961586,9862971,3660376,2606424,1053952,1098615,6246899,2286138
2000/02,6204003,2224733,522304,1702429,698150,975293,3822881,981946,2669974,156389,152882,859,10966188,9868494,12535657,3664491,2609171,1055320,1097694,57274,431406,301594,16445,235865,258775,268110,340851,245207,12573311,6235997,2266293,523736,1741418,3813762,6202671,2258716,533741,1724975,695369,993393,3787737,959050,2666938,156218,152825,862,10967011,9870234,3667563,2611917,1055646,1096777,6259074,2298645
2000/03,6238519,2290330,533131,1757199,735399,976995,3758910,941472,2661178,189279,183117,1065,11005830,9904893,12607324,3666374,2610550,1055824,1100937,66008,436099,301819,9161,235020,261847,291540,342316,273207,12618153,6247943,2276099,529103,1747678,3799784,6339881,2375195,558761,1816434,743477,991800,3683887,875260,2657824,280799,268759,2080,11106754,10001655,3661774,2609183,1052591,1105099,6309376,2322184
2000/04,6330959,2371345,544148,1827197,769024,998304,3730691,917747,2655760,228923,219726,1062,11115414,9993409,12719956,3662450,2605957,1056493,1122005,69426,440278,301678,8588,211080,267383,306109,347780,290205,12674786,6288926,2318239,542779,1771614,3782724,6386872,2448829,558912,1889917,827357,1020844,3770029,957522,2657049,168014,163217,834,11188205,10049292,3662420,2602732,1059688,1138913,6289335,2330898
2000/05,6304644,2364096,532352,1831744,790453,993711,3776554,964236,2656333,163994,159374,825,11099825,9962564,12732603,3657920,2598271,1059649,1137261,71024,457903,299262,2791,203593,283284,314921,352301,291296,12709918,6279282,2311535,534417,1779339,3813302,6271463,2336322,526967,1809355,748002,987235,3792763,958636,2655114,142378,137115,806,11058268,9922658,3651195,2593811,1057384,1135610,6293991,2333935
