データコード,MD02'MAM1NAM2M2MO,MD02'MAM1NAM3M3MO,MD02'MAM1NAM3M1MO,MD02'MAM1NAM3CCMO,MD02'MAM1NAM3DMMO,MD02'MAM1NAM3DMEP,MD02'MAM1NAM3DMPN,MD02'MAM1NAM3QMMO,MD02'MAM1NAM3QMEP,MD02'MAM1NAM3QMPN,MD02'MAM1NAM3CDMO,MD02'MAM1NAM3CDEP,MD02'MAM1NAM3CDPN,MD02'MAM1NABLBLMO,MD02'MAM1NABLPTMO,MD02'MAM1NABLITMO,MD02'MAM1NABLBDMO,MD02'MAM1NABLSBMO,MD02'MAM1NABLCPMO,MD02'MAM1NABLGSMO,MD02'MAM1NABLFBMO,MD02'MAM1XABLBLMO,MD02'MAM1XAM2M2MO,MD02'MAM1XAM3M3MO,MD02'MAM1XAM3M1MO,MD02'MAM1XAM3CCMO,MD02'MAM1XAM3DMMO,MD02'MAM1XAM3QMMO,MD02'MAM1NEM3M3MO,MD02'MAM1NEM3M1MO,MD02'MAM1NEM3CCMO,MD02'MAM1NEM3DMMO,MD02'MAM1NEM3DMEP,MD02'MAM1NEM3DMPN,MD02'MAM1NEM3QMMO,MD02'MAM1NEM3QMEP,MD02'MAM1NEM3QMPN,MD02'MAM1NEM3CDMO,MD02'MAM1NEM3CDEP,MD02'MAM1NEM3CDPN,MD02'MAM1XEM3M3MO,MD02'MAM1XEM3M1MO
系列名称,"Ｍ２／平／マネーストック","Ｍ３／平／マネーストック","＿Ｍ１／平／マネーストック","＿＿現金通貨／平／マネーストック","＿＿預金通貨／平／マネーストック","＿＿＿一般法人・預金通貨／平／マネーストック","＿＿＿個人・預金通貨／平／マネーストック","＿準通貨／平／マネーストック","＿＿＿一般法人・準通貨／平／マネーストック","＿＿＿個人・準通貨／平／マネーストック","＿ＣＤ／平／マネーストック","＿＿＿一般法人・ＣＤ／平／マネーストック","＿＿＿個人・ＣＤ／平／マネーストック","広義流動性／平／マネーストック","＿金銭の信託／平／マネーストック","＿投資信託／平／マネーストック","＿金融債／平／マネーストック","＿銀行発行普通社債／平／マネーストック","＿金融機関発行ＣＰ／平／マネーストック","＿国債／平／マネーストック","＿外債／平／マネーストック","広義流動性／平／季／マネーストック","Ｍ２／平／季／マネーストック","Ｍ３／平／季／マネーストック","＿Ｍ１／平／季／マネーストック","＿＿現金通貨／平／季／マネーストック","＿＿預金通貨／平／季／マネーストック","＿準通貨／平／季／マネーストック","Ｍ３／末／マネーストック","＿Ｍ１／末／マネーストック","＿＿現金通貨／末／マネーストック","＿＿預金通貨／末／マネーストック","＿＿＿一般法人・預金通貨／末／マネーストック","＿＿＿個人・預金通貨／末／マネーストック","＿準通貨／末／マネーストック","＿＿＿一般法人・準通貨／末／マネーストック","＿＿＿個人・準通貨／末／マネーストック","＿ＣＤ／末／マネーストック","＿＿＿一般法人・ＣＤ／末／マネーストック","＿＿＿個人・ＣＤ／末／マネーストック","Ｍ３／末／季／マネーストック","＿Ｍ１／末／季／マネーストック"
2021/11,11756672,15269876,9870813,1120366,8750447,2801631,5714092,5040406,873528,4006573,358657,248430,288,20069307,3365016,876958,30440,3106,768,225268,297875,20073224,11765003,15291056,9922039,1125401,8797872,5022086,15302341,9930996,1124183,8806813,2852551,5707414,5023562,864402,3998383,347783,241850,289,15352885,10020438
2021/12,11782086,15309517,9951946,1138999,8812947,2775616,5802215,5015461,863420,3993037,342110,238075,285,20112568,3372627,876962,30049,3106,800,224217,295290,20125514,11794310,15328522,9973564,1128277,8847641,5011305,15402858,10069431,1161908,8907523,2807103,5867637,5003206,854945,3989594,330221,230850,283,15392883,10068443
2022/01,11813179,15344038,9996112,1140374,8855738,2780051,5838859,5006136,864933,3983079,341790,239882,283,20124043,3345850,885011,29804,3086,719,223132,292403,20169049,11839456,15373288,10025711,1130527,8894391,4999268,15367702,10026957,1133933,8893024,2821977,5829999,4994147,861612,3976370,346598,242836,282,15454428,10177271
2022/02,11789009,15318344,9986690,1132597,8854093,2770173,5850276,4988837,866441,3969011,342817,239079,282,20062744,3311004,888198,29442,3073,677,222732,289274,20195563,11880984,15412314,10072385,1132506,8937704,4990080,15385669,10086706,1139668,8947038,2812399,5886538,4971507,860336,3962938,327456,233495,281,15486413,10213377
2022/03,11833171,15359322,10059651,1137532,8922119,2802359,5868583,4959186,866450,3949512,340485,246475,281,20125253,3329889,885617,29028,3119,548,223066,294664,20264752,11916060,15448211,10108635,1136232,8973403,4986058,15499342,10254395,1138412,9115983,2907178,5892254,4931883,857554,3936919,313064,224425,275,15542335,10237710
2022/04,12018499,15551700,10241465,1139880,9101585,2879714,5930896,4950481,878032,3931304,359754,265449,275,20481643,3475655,892641,28911,3216,574,224620,304326,20467823,11952353,15484427,10142585,1139161,9000837,4988202,15676530,10392242,1153273,9238969,3005344,5978232,4933550,864760,3926673,350738,263333,275,15526730,10184588
2022/05,12042833,15578980,10283414,1139688,9143726,2930084,5934332,4945905,877536,3922033,349661,266298,275,20623815,3592282,885235,28903,3250,876,228230,306059,20532910,11976232,15511188,10153764,1141005,9015341,4975857,15609839,10305302,1136375,9168927,2928411,5926090,4949269,874233,3917026,355268,265571,275,15597487,10286237
2022/06,12078178,15623264,10275588,1137506,9138082,2852475,5968535,4963924,879797,3914454,383752,263351,279,20667215,3589584,878503,28740,2973,1002,231800,311349,20585267,12009303,15546469,10204337,1143136,9060480,4969716,15693986,10353821,1145353,9208468,2873301,6048689,4967154,875127,3914856,373011,251698,279,15619407,10306648
2022/07,12088016,15648341,10287868,1144796,9143072,2815436,6048250,4975962,884806,3910120,384511,258115,278,20719680,3606099,889431,28947,2763,819,233296,309984,20637733,12039721,15583181,10250214,1144899,9103143,4961576,15725475,10364340,1150197,9214143,2889882,6056933,4973302,882155,3906509,387833,263335,277,15649737,10245877
2022/08,12088202,15649767,10293335,1146599,9146736,2814577,6064422,4975705,889889,3900113,380727,259662,276,20746275,3613730,911054,28822,2712,787,234578,304825,20685555,12065882,15614936,10290829,1147421,9142794,4953095,15690400,10358600,1147678,9210922,2856607,6089263,4961476,882034,3894369,370324,256849,274,15690426,10390505
2022/09,12075500,15632476,10289398,1145554,9143844,2800757,6067431,4964472,892608,3886979,378606,260269,273,20754612,3607023,935609,29474,2937,889,236453,309751,20722218,12084148,15637201,10327198,1150241,9179314,4944138,15625557,10318078,1147124,9170954,2858252,6058042,4942973,883272,3880505,364506,260324,272,15697959,10411795
2022/10,12064408,15619677,10300549,1147612,9152937,2831127,6083834,4951774,901022,3872539,367354,260463,272,20740651,3606677,924708,30383,3173,884,237210,317939,20748352,12101985,15663401,10366358,1152391,9213886,4937563,15711250,10397521,1152683,9244838,2894208,6112058,4951659,904350,3866205,362070,256056,272,15736558,10482715
2022/11,12124935,15677345,10363893,1149828,9214065,2856211,6087966,4959027,913441,3857438,354425,247868,270,20779465,3610502,906117,30199,3225,829,237917,313331,20781390,12133777,15699673,10415341,1154806,9262599,4942506,15724246,10435197,1152432,9282765,2920013,6081807,4956180,914145,3849397,332869,231727,264,15777006,10511875
2022/12,12128301,15693481,10425610,1168296,9257314,2809860,6178213,4944164,909808,3842050,323707,224477,264,20783578,3619580,907822,29808,3183,652,237687,291365,20802864,12145741,15720622,10451289,1158029,9297750,4940715,15754937,10508346,1190475,9317871,2840733,6226501,4936955,899114,3837331,309636,215175,265,15703254,10454063
2023/01,12132455,15696317,10448504,1169255,9279249,2829179,6192945,4938565,911964,3830841,309248,217076,266,20796420,3630038,917273,29590,2869,659,235636,284038,20849353,12160418,15732216,10479768,1159764,9317444,4930542,15705626,10471433,1161312,9310121,2861778,6186356,4925067,913438,3824739,309126,220737,266,15800697,10640821
2023/02,12091386,15648243,10420143,1158650,9261493,2813263,6199658,4921351,919704,3816813,306749,220619,267,20773501,3636554,929707,29461,2399,580,234734,291823,20920590,12185653,15749195,10507008,1158288,9343757,4922528,15717676,10523404,1162925,9360479,2872971,6231085,4897623,909514,3810195,296649,213351,267,15827824,10663784
2023/03,12134406,15681922,10505299,1158138,9347161,2873020,6199601,4878626,916784,3797095,297997,219880,144,20824777,3645001,934286,30323,1903,533,235367,295442,20973323,12217688,15773251,10552666,1156963,9397034,4905135,15809867,10690095,1158203,9531892,2993206,6207628,4844453,913164,3785137,275319,195077,65,15855734,10663536
2023/04,12326939,15873481,10696137,1157015,9539122,2982211,6237298,4858902,931382,3777958,318442,235573,65,21045280,3670433,935226,30433,1750,658,234968,298331,21031244,12258375,15801069,10592004,1155995,9432072,4894835,16015521,10845202,1167733,9677469,3123872,6273293,4852094,927631,3772153,318225,240411,65,15855825,10514086
2023/05,12360428,15904516,10734206,1154957,9579249,3046597,6232865,4860004,939200,3765417,310306,232848,65,21114303,3692413,944493,30142,1302,1375,233751,306311,21019953,12291045,15830668,10599784,1155935,9446653,4889558,15942001,10758396,1149291,9609105,3070109,6227212,4869392,938793,3758000,314213,230858,65,15932018,10727400
2023/06,12392324,15942425,10719688,1150142,9569546,2976961,6273893,4891467,944095,3754975,331270,228171,65,21179210,3706251,952897,30049,778,369,232807,313634,21091577,12321945,15862377,10646219,1155670,9491759,4895717,16011596,10778211,1157714,9620497,2979451,6356287,4904764,940898,3753134,328621,229902,64,15938013,10721750
2023/07,12388936,15949805,10713085,1155383,9557702,2932173,6345527,4910441,946094,3748850,326279,227927,64,21196155,3724647,946505,30181,468,386,232262,311901,21108040,12338231,15880868,10676423,1155824,9517318,4895166,15999961,10761972,1156598,9605374,2989427,6342293,4911274,945271,3745065,326715,231824,64,15969267,10820057
2023/08,12385266,15943651,10725889,1155804,9570085,2944617,6360760,4902280,943412,3737524,315482,220076,64,21189938,3720965,945002,29830,266,2115,233821,314288,21124903,12361565,15905583,10723472,1156815,9566960,4879291,15985197,10793544,1155662,9637882,2985870,6385511,4884418,937438,3730119,307235,216814,65,15980175,10836040
2023/09,12363742,15918373,10722464,1152002,9570462,2939013,6358370,4885025,945388,3722116,310884,212732,64,21186244,3711889,968792,29736,346,228,237330,319550,21150496,12372207,15921239,10761559,1156358,9608091,4865997,15945429,10770302,1153925,9616377,3004616,6357304,4876308,946631,3714403,298819,209688,63,15968595,10804225
2023/10,12353258,15905333,10723866,1152143,9571723,2955359,6371091,4883237,964575,3704960,298230,211865,63,21185468,3705775,979042,29611,511,108,239017,326071,21191313,12393412,15950626,10794318,1156707,9636662,4870975,15979362,10800669,1154349,9646320,3012554,6394130,4876111,967525,3695810,302582,217904,62,16008626,10904182
2023/11,12399170,15943399,10762111,1151582,9610529,2981899,6367646,4872665,969786,3687591,308623,215413,62,21212041,3710230,953247,29402,597,42,239956,335168,21212618,12408132,15967132,10813432,1156352,9659769,4858265,15980697,10871611,1153452,9718159,3084515,6360716,4843862,953429,3679497,265224,175078,60,16027663,10958514
2023/12,12409693,15962509,10826491,1167512,9658979,2945482,6457730,4844376,955325,3673092,291642,201502,60,21222341,3720491,936162,29133,481,82,241952,331531,21244182,12428515,15993720,10852245,1157752,9701461,4841933,16038099,10921075,1189130,9731945,2977302,6514080,4839538,953879,3668984,277486,189292,59,15986382,10752561
2024/01,12428541,15979821,10853574,1165825,9687749,,,4850773,,,275474,,,21245600,3720249,941752,28930,384,82,242727,331655,21302600,12456620,16020739,10887499,1156873,9727252,4841105,,,,,,,,,,,,,,
2024/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
